chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,File Name,Emotion
0.4516586734157236,0.005969731,1991.3721506053769,2724.858843925812,3461.572265625,0.03915716677295918,-527.1179964521074,168.2778122762593,-5.277613960014792,23.913458646669586,12.154709644958203,26.848233993763117,-14.915724114514676,3.4345171194712667,-11.51741734572566,-10.904003647210835,-22.954107960899393,-3.7702844754429745,2.248356752780072,-12.094804033356482,4.673728318460172,-1.7548259559715458,-8.411726960630311,1.7504776892621003,1.9305889512760537,-10.004005505393124,01-01-01-01-01-01-01.mp4,neutral
0.4366108015498216,0.0062035606,2146.639975153082,2908.164769763527,3900.6764131433824,0.040608723958333336,-524.8237978951428,158.74015589005555,-4.440534350524812,28.272175968984765,13.920872518245059,26.398076986226254,-15.823352508744172,5.847585174453514,-12.351074097183563,-12.871649174069267,-21.129591459758178,-2.7101067257915155,1.8855378780539536,-10.809572659032716,3.8336858236464013,-4.416172036238224,-9.240372831073659,2.3653079711334706,1.0092572425148263,-9.965633700862337,01-01-01-01-01-02-01.mp4,neutral
0.41595277792400154,0.0071914983,2280.8907051808987,2757.364386878755,4023.427734375,0.05090215773809524,-511.3982414240105,159.4417287061074,-3.896355149981686,30.142679640383076,9.944311629740131,19.718449424209926,-13.607728040042467,8.159656398066724,-15.502714737378254,-9.36023378394335,-21.290631586384553,-5.209692456905115,0.5740263745112032,-10.258027139326094,3.949755017269711,-1.0496202980781526,-8.29007561329157,-2.232571236886199,3.033257880364399,-9.578424647192394,01-01-01-01-02-01-01.mp4,neutral
0.45183261390619084,0.0068460535,2514.118369878275,3025.9118028953835,4456.938032670455,0.05744456281565657,-505.9554988923819,148.63705826651963,-1.4862396026786167,34.765549790181154,8.888431607643614,23.186669410598483,-12.456037038747894,9.634865379345747,-18.120807655427274,-10.3272909766166,-19.037927430027576,-3.3586228229645383,0.9664025599414469,-7.758490669899539,1.3149452853852053,-2.158972182828277,-8.538513381350281,-0.8047590492894903,2.943064673608743,-8.189446271848622,01-01-01-01-02-02-01.mp4,neutral
0.41977263609011756,0.004146774,2252.9376895276523,2894.290138794323,3865.112964527027,0.05167423282657658,-573.1275834300218,158.87723827338453,-1.8731556012355062,34.047613641847676,6.813725045830326,26.51623088668393,-12.459200937815123,4.954073935597615,-11.751472243872776,-4.951523000757502,-18.494237225759218,-6.577362973461144,2.4946910178475528,-9.323035597059004,1.9995304736090054,-1.314901122090972,-8.609114467021259,1.8615887954648087,3.1219827506322377,-11.5743708911717,01-01-02-01-01-01-01.mp4,calm
0.4697054929033426,0.0041958517,1920.319530694035,2831.342103052954,3177.7118389423076,0.0367629874465812,-578.499407772627,165.9334382380352,13.00046100731454,25.64230419395388,7.5074506251335595,29.06312650310307,-7.839885221402792,3.2263117391198604,-12.670348442594598,-6.140482371820778,-15.4905233724504,-6.615168154979967,5.212991828682368,-5.363832151815541,2.1854365553507336,-1.2348136356291228,-8.29945676409696,0.21684880863040745,3.8361052315207727,-9.121682958313663,01-01-02-01-01-02-01.mp4,calm
0.44130192494922793,0.005753654,2269.262365696801,2744.71880955477,3741.7583264802633,0.054841694078947366,-542.6481005254504,161.9547255845675,-3.642106928631603,31.566678569892314,4.99747621669511,24.730157737184985,-11.489991212988054,12.863387143693169,-13.65194013084991,-4.085405694336172,-16.193537607955772,-7.172222577130957,5.39124163534011,-7.521701709582317,7.677513818780622,-4.841976903264839,-5.695849974335262,2.761556447416312,2.46260193254817,-11.668466743708324,01-01-02-01-02-01-01.mp4,calm
0.42877626757096515,0.006131146,2134.354967234157,2718.5144011296443,3603.564453125,0.047599671378968256,-535.9882188471298,168.70943703264953,0.022088342232164916,29.60537740197992,6.668360550422026,26.849008071803382,-12.091464703087654,11.851681459581503,-15.635533781687213,-6.683424197259859,-14.637683671709322,-8.223055573437502,4.380525892902044,-8.125932818624104,6.747342615493697,-3.6333797628283926,-5.876846034843047,2.1043299637252573,3.940938617083938,-10.297390111735622,01-01-02-01-02-02-01.mp4,calm
0.5130224901734378,0.0031982493,2045.4359293187583,2954.9376746890057,3550.7038814920775,0.038825236575704226,-599.2033849543565,168.51282985241556,1.3500742207141054,39.02647273295606,2.387669714751273,32.357343377364856,-11.262010744768476,6.954280865294309,-11.571788102361452,-0.896308049461752,-12.386358440554915,-7.313154590618905,5.397595665382185,-2.7169291568899125,4.092249915278986,-3.5211179814641023,-4.913331874004732,2.0450447585799645,1.6970165629044531,-3.779104067424541,01-01-02-02-01-01-01.mp4,calm
0.48483358145519595,0.0035251754,2313.112118219943,3062.9952476975254,3818.153135926573,0.05195244208916084,-582.5162628954083,155.62851736159573,7.759027898266789,28.105594957588362,3.8854666036062215,27.252850182275694,-11.349958857759923,9.635974137635415,-14.279846500185988,0.345701475600683,-13.531855476207799,-5.262888756369272,5.124846678749866,-5.0543110284983,4.395455289802115,-4.865520312488492,-5.583729950200654,0.6209976955987057,0.7842591806052631,-8.27151998265152,01-01-02-02-01-02-01.mp4,calm
